,0
0,0.30626121384145016
1,0.22498201004461676
2,0.47708519932067395
3,0.48946623060032945
4,0.4216903346542373
5,0.2562338454245815
6,0.5048202311433874
7,0.29710874060885345
8,0.34890472895418223
9,0.5076125840559396
10,0.42032159430204613
11,0.30276884122198605
12,0.2970748644727382
13,0.47609609986326606
14,0.3057607517350513
15,0.5499964909730597
16,0.5153425708728909
17,0.47276685024272086
18,0.51430219319079
19,0.505448938153088
20,0.22471034435053672
21,0.31992861904626424
22,0.5146330527192444
23,0.3905170058009835
24,0.4296693090783701
25,0.5751887049514414
26,0.3213378742817216
27,0.34616523739650357
28,0.5560240395576936
29,0.38012321348215816
30,0.35692426047191284
31,0.32130304606812726
32,0.26139353786673897
33,0.4984894651776871
34,0.424670761612093
35,0.4922395716928207
36,0.26788937490503045
37,0.3565428713658964
38,0.4761021423894834
39,0.5472229759827962
40,0.4191874120724351
41,0.3903278753752623
42,0.48805356336306904
43,0.22163117101197508
44,0.2988028956498519
45,0.3272071692981887
46,0.28927322268664857
47,0.48778728641139857
48,0.32670996207735875
49,0.4018566167447225
50,0.4364098161052383
51,0.43445644609890444
52,0.43830094199448616
53,0.26081206534020973
54,0.48593797685399986
55,0.46476822339170765
56,0.4290031538328626
57,0.36824466805979916
58,0.31104678204466063
59,0.40327504114877105
60,0.361335474624371
61,0.46447960438695024
62,0.2807155704116902
63,0.3161784210314431
64,0.41105372505795174
65,0.41231221671408014
66,0.3763783456942088
67,0.33880508402104276
68,0.26559525745350476
69,0.40286651065298196
70,0.7900032087473314
71,0.46249673859234863
72,0.3850626946244375
73,0.5092447350511129
74,0.408983836362551
75,0.40953952086806394
76,0.21482412657898226
77,0.3891488094930661
78,0.5561143895999419
79,0.32181355188842486
80,0.554931206158525
81,0.5516051267097581
82,0.282231371559123
83,0.5374063760921901
84,0.6291540011000365
85,0.4960264817771286
86,0.32061760656363153
87,0.371086140951096
88,0.38700542513562985
89,0.5952281665696836
90,0.4011336751193774
91,0.4189470523742804
92,0.3751696434692032
93,0.42980593688665497
94,0.42166940184729884
95,0.3716535603684805
96,0.36716162599192154
97,0.3489991159456428
98,0.3143336794600065
99,0.5983676057091655
100,0.2365796550903523
101,0.3835517382850633
102,0.45441422017294714
103,0.3752356885680229
104,0.38920084076179967
105,0.32565207033205046
106,0.31471859078369185
107,0.3109277559446466
108,0.3552868818444236
109,0.2608284447076285
110,0.4735616315074049
111,0.4130986983723163
112,0.39657523426162433
113,0.5874061676786779
114,0.32636312681778135
115,0.45395927252908885
116,0.5158957747886049
117,0.33466625548331996
118,0.12947003820674027
119,0.26454743287227944
120,0.29910351645888994
121,0.3976603868460812
122,0.4519397825299094
123,0.6302451271792308
124,0.3296722901830383
125,0.32768268275360246
126,0.19485550679474073
127,0.5840731504929114
128,0.4337620603491312
129,0.4757718014032274
130,0.4278707796124544
131,0.4162022763175892
132,0.35007998652646216
133,0.3838480501227521
134,0.4346179334474744
135,0.4693635508029745
136,0.09159898029922472
137,0.2989273188097627
138,0.3049001323194232
139,0.3284203505083792
140,0.6353894515431637
141,0.47818346524814315
142,0.44956571871036205
143,0.41574585834718075
144,0.24541155726969108
145,0.32772487198002154
146,0.4496572011033804
147,0.41779885631458324
148,0.3203805392713405
149,0.42293070400800525
150,0.44134764620798533
